Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.Sql,servers/databases/vulnerabilityAssessments/rules/baselines,Microsoft.Sql/servers/databases/vulnerabilityAssessments/rules/baselines/write,Set database vulnerability assessment rule baseline,Change the vulnerability assessment rule baseline for a given database,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments/rules/baselines,Microsoft.Sql/servers/databases/vulnerabilityAssessments/rules/baselines/read,Get database vulnerability assessment rule baseline,Get the vulnerability assessment rule baseline for a given database,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments/scans,Microsoft.Sql/servers/databases/vulnerabilityAssessments/scans/initiateScan/action,Execute vulnerability assessment database scan,Execute vulnerability assessment database scan.,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments/scans,Microsoft.Sql/servers/databases/vulnerabilityAssessments/scans/read,List/Get database vulnerability assessment scan record(s),Return the list of database vulnerability assessment scan records or get the scan record for the specified scan ID.,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments/scans,Microsoft.Sql/servers/databases/vulnerabilityAssessments/scans/export/action,Convert an existing scan result to a human readable format. If already exists nothing happens,Convert an existing scan result to a human readable format. If already exists nothing happens,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessmentSettings,Microsoft.Sql/servers/databases/vulnerabilityAssessmentSettings/read,Get database vulnerability assessment,Retrieve details of the vulnerability assessment configured on a given database,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessmentSettings,Microsoft.Sql/servers/databases/vulnerabilityAssessmentSettings/write,Set database vulnerability assessment,Change the vulnerability assessment for a given database,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessmentScans/operationResults,Microsoft.Sql/servers/databases/vulnerabilityAssessmentScans/operationResults/read,Get the database vulnerability assessment scan operation result,Retrieve the result of the database vulnerability assessment scan Execute operation,FALSE
Microsoft.Sql,servers/databases/extendedAuditingSettings,Microsoft.Sql/servers/databases/extendedAuditingSettings/read,Get extended database blob auditing policy,Retrieve details of the extended blob auditing policy configured on a given database,FALSE
Microsoft.Sql,servers/databases/extendedAuditingSettings,Microsoft.Sql/servers/databases/extendedAuditingSettings/write,Set extended database blob auditing policy,Change the extended blob auditing policy for a given database,FALSE
Microsoft.Sql,servers/databases/dataWarehouseUserActivities,Microsoft.Sql/servers/databases/dataWarehouseUserActivities/read,Get SQL Data Warehouse user activities,Retrieves the user activities of a SQL Data Warehouse instance which includes running and suspended queries,FALSE
Microsoft.Sql,servers/databases/importExportAzureAsyncOperation,Microsoft.Sql/servers/databases/importExportAzureAsyncOperation/read,Get import/export operations,Gets in-progress import/export operations,FALSE
Microsoft.Sql,servers/databases/importExportOperationResults,Microsoft.Sql/servers/databases/importExportOperationResults/read,Get import/export operations,Gets in-progress import/export operations,FALSE
Microsoft.Sql,servers/databases/queryStore,Microsoft.Sql/servers/databases/queryStore/read,Get Query Store settings.,Returns current values of Query Store settings for the database.,FALSE
Microsoft.Sql,servers/databases/queryStore,Microsoft.Sql/servers/databases/queryStore/write,Update Query Store settings,Updates Query Store setting for the database,FALSE
Microsoft.Sql,servers/databases/queryStore/queryTexts,Microsoft.Sql/servers/databases/queryStore/queryTexts/read,List Query Store query texts.,Returns the collection of query texts that correspond to the specified parameters.,FALSE
Microsoft.Sql,servers/databases/currentSensitivityLabels,Microsoft.Sql/servers/databases/currentSensitivityLabels/read,List sensitivity labels of a given database,List sensitivity labels of a given database,FALSE
Microsoft.Sql,servers/databases/currentSensitivityLabels,Microsoft.Sql/servers/databases/currentSensitivityLabels/write,Batch update sensitivity labels,Batch update sensitivity labels,FALSE
Microsoft.Sql,servers/databases/recommendedSensitivityLabels,Microsoft.Sql/servers/databases/recommendedSensitivityLabels/read,List sensitivity labels of a given database,List sensitivity labels of a given database,FALSE
Microsoft.Sql,servers/databases/recommendedSensitivityLabels,Microsoft.Sql/servers/databases/recommendedSensitivityLabels/write,Batch update recommended sensitivity labels,Batch update recommended sensitivity labels,FALSE
Microsoft.Sql,servers/databases/sensitivityLabels,Microsoft.Sql/servers/databases/sensitivityLabels/read,List sensitivity labels of a given database,List sensitivity labels of a given database,FALSE
Microsoft.Sql,servers/databases/backupShortTermRetentionPolicies,Microsoft.Sql/servers/databases/backupShortTermRetentionPolicies/read,Gets a short term retention policy,Gets a short term retention policy for a database,FALSE
Microsoft.Sql,servers/databases/backupShortTermRetentionPolicies,Microsoft.Sql/servers/databases/backupShortTermRetentionPolicies/write,Updates a short term retention policy,Updates a short term retention policy for a database,FALSE
Microsoft.Sql,servers/databases/workloadGroups,Microsoft.Sql/servers/databases/workloadGroups/read,Lists the workload groups for a selected database.,Lists the workload groups for a selected database.,FALSE
Microsoft.Sql,servers/databases/workloadGroups,Microsoft.Sql/servers/databases/workloadGroups/write,Sets the properties for a specific workload group.,Sets the properties for a specific workload group.,FALSE
Microsoft.Sql,servers/databases/workloadGroups,Microsoft.Sql/servers/databases/workloadGroups/delete,Drops a specific workload group.,Drops a specific workload group.,FALSE
Microsoft.Sql,servers/databases/workloadGroups/workloadClassifiers,Microsoft.Sql/servers/databases/workloadGroups/workloadClassifiers/read,Lists the workload classifiers for a selected database.,Lists the workload classifiers for a selected database.,FALSE
Microsoft.Sql,servers/databases/workloadGroups/workloadClassifiers,Microsoft.Sql/servers/databases/workloadGroups/workloadClassifiers/write,Sets the properties for a specific workload classifier.,Sets the properties for a specific workload classifier.,FALSE
Microsoft.Sql,servers/databases/workloadGroups/workloadClassifiers,Microsoft.Sql/servers/databases/workloadGroups/workloadClassifiers/delete,Drops a specific workload classifier.,Drops a specific workload classifier.,FALSE
Microsoft.Sql,servers/databases/providers/Microsoft.Insights/logDefinitions,Microsoft.Sql/servers/databases/providers/Microsoft.Insights/logDefinitions/read,Read databases log definitions,Gets the available logs for databases,FALSE
Microsoft.Sql,servers/inaccessibleDatabases,Microsoft.Sql/servers/inaccessibleDatabases/read,List Azure database(s) with inaccessible status in a logical server.,Return a list of inaccessible database(s) in a logical server.,FALSE
Microsoft.Sql,servers/elasticPools,Microsoft.Sql/servers/elasticPools/read,Get elastic pool details,Retrieve details of elastic pool on a given server,FALSE
Microsoft.Sql,servers/elasticPools,Microsoft.Sql/servers/elasticPools/write,Create new or update existing elastic pool,Create a new or change properties of existing elastic pool,FALSE
Microsoft.Sql,servers/elasticPools,Microsoft.Sql/servers/elasticPools/delete,Delete elastic pool,Delete existing elastic pool,FALSE
Microsoft.Sql,servers/elasticPools,Microsoft.Sql/servers/elasticPools/failover/action,Issue failover on the elastic pool.,Customer initiated elastic pool failover.,FALSE
Microsoft.Sql,servers/elasticPools/databases,Microsoft.Sql/servers/elasticPools/databases/read,Gets a list of databases for an elastic pool,Gets a list of databases for an elastic pool,FALSE
Microsoft.Sql,servers/elasticPools/operations,Microsoft.Sql/servers/elasticPools/operations/cancel/action,Cancel Azure SQL elastic pool async operation,Cancels Azure SQL elastic pool pending asynchronous operation that is not finished yet.,FALSE
Microsoft.Sql,servers/elasticPools/operations,Microsoft.Sql/servers/elasticPools/operations/read,List Azure SQL elastic pool operations,Return the list of operations performed on the elastic pool,FALSE
Microsoft.Sql,servers/elasticPools/skus,Microsoft.Sql/servers/elasticPools/skus/read,Get skus available for an elastic pool,Gets a collection of skus available for an elastic pool,FALSE
Microsoft.Sql,servers/elasticPools/elasticPoolActivity,Microsoft.Sql/servers/elasticPools/elasticPoolActivity/read,Get elastic database pool activity,Retrieve activities and details on a given elastic database pool,FALSE
Microsoft.Sql,servers/elasticPools/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Sql/servers/elasticPools/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource,FALSE
Microsoft.Sql,servers/elasticPools/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Sql/servers/elasticPools/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource,FALSE
Microsoft.Sql,servers/elasticPools/metrics,Microsoft.Sql/servers/elasticPools/metrics/read,Get elastic pool metrics,Return metrics for elastic database pools,FALSE
Microsoft.Sql,servers/elasticPools/metricDefinitions,Microsoft.Sql/servers/elasticPools/metricDefinitions/read,Get elastic pool metric definitions,Return types of metrics that are available for elastic database pools,FALSE
Microsoft.Sql,servers/elasticPools/providers/Microsoft.Insights/metricDefinitions,Microsoft.Sql/servers/elasticPools/providers/Microsoft.Insights/metricDefinitions/read,Get elastic pool metric definitions,Return types of metrics that are available for elastic database pools,FALSE
Microsoft.Sql,servers/elasticPools/advisors,Microsoft.Sql/servers/elasticPools/advisors/read,Get advisors for an elastic pool,Returns list of advisors available for the elastic pool,FALSE
Microsoft.Sql,servers/elasticPools/advisors,Microsoft.Sql/servers/elasticPools/advisors/write,Update auto-execute status of a elastic pool advisor,Update auto-execute status of an advisor on elastic pool level.,FALSE
Microsoft.Sql,servers/elasticPools/advisors/recommendedActions,Microsoft.Sql/servers/elasticPools/advisors/recommendedActions/read,Get recommended actions for an elastic pool,Returns list of recommended actions of specified advisor for the elastic pool,FALSE
Microsoft.Sql,servers/elasticPools/advisors/recommendedActions,Microsoft.Sql/servers/elasticPools/advisors/recommendedActions/write,Update elastic pool recommended action state,Apply the recommended action on the elastic pool,FALSE
Microsoft.Sql,servers/elasticPools/elasticPoolDatabaseActivity,Microsoft.Sql/servers/elasticPools/elasticPoolDatabaseActivity/read,Get elastic pool database activity,Retrieve activities and details on a given database that is part of elastic database pool,FALSE
